SDG Goal,SDG Target,SDG Indicator,Country or Territory code,Country or Territory Name,SDG Region,SDG Sub-Region,Data Reference Year,Urban population living in slums or informal settlements (thousands),Data Units,Data Source,Footnote
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2007, 19 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2008, 16 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2009, 16 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2010, 12 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2011, 12 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2012, 12 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2013, 12 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2014, 13 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2015, 8 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2016, 9 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2017, 9 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2018, 9 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2019, 9 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2020, 9 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2021, 30 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,752,Sweden,Northern America and Europe,Northern Europe,2022, 31 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2000, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2001, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2002, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2003, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2004, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2005, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2006, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2007, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2008, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2009, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2010, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2011, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2012, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2013, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2014, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2015, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2016, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2017, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2018, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2019, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2020, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2021, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,756,Switzerland,Northern America and Europe,Western Europe,2022, -   ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2000," 2,617 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2001," 2,652 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2002," 2,887 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2003," 2,928 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2004," 2,978 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2005," 3,040 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2006," 3,117 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2007," 3,155 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2008," 3,183 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2009," 3,193 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2010," 3,155 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2011," 2,987 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2012," 2,782 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2013," 2,548 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2014," 2,386 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2015," 2,325 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2016," 2,329 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2017," 2,354 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2018," 2,494 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2019," 2,573 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2020," 2,685 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2021," 4,508 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,760,Syrian Arab Republic,Western Asia and Northern Africa,Western Asia,2022," 4,778 ",Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,762,Tajikistan,Central Asia and Southern Asia,Central Asia,2000, 993 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,762,Tajikistan,Central Asia and Southern Asia,Central Asia,2001, 973 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,762,Tajikistan,Central Asia and Southern Asia,Central Asia,2002, 952 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
11,11.1,11.1.1,762,Tajikistan,Central Asia and Southern Asia,Central Asia,2003, 932 ,Urban population (thousands),UN-Habitat Urban Indicators Database  ,Estimates based on the global methodology on household deprivations where the inhabitants suffer one or more of the ‘household deprivations’. Data for the slum/informal settlements components of the indicator is  computed from censuses and national household surveys such as the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) with urban population derived from World Urbanization Prospects database.
